"nct_id","phase","overall_status","enrollment","sponsor_name"
NCT00520676,PHASE3,COMPLETED,260,Eli Lilly and Company
NCT01410214,PHASE2,UNKNOWN,80,Chinese Lung Cancer Surgical Group
NCT02041468,,UNKNOWN,29,Jewish General Hospital
NCT07310056,NA,NOT_YET_RECRUITING,126,West China Hospital
NCT02040870,PHASE1/PHASE2,COMPLETED,103,Novartis Pharmaceuticals
NCT01297101,,TEMPORARILY_NOT_AVAILABLE,,Shanghai Chest Hospital
NCT01211483,PHASE1/PHASE2,COMPLETED,222,Daiichi Sankyo
NCT02964689,PHASE1,COMPLETED,18,Swiss Cancer Institute
NCT00573040,,COMPLETED,180,Maastricht Radiation Oncology
NCT00855894,PHASE2,COMPLETED,41,"Genentech, Inc."
NCT00896454,PHASE2,COMPLETED,33,Amgen
NCT05176483,PHASE1,RECRUITING,1314,Exelixis
NCT01391260,PHASE2,UNKNOWN,30,ZhuGuangYing
NCT01387269,PHASE3,COMPLETED,484,"Helsinn Therapeutics (U.S.), Inc"
NCT02192697,PHASE1/PHASE2,TERMINATED,124,Astellas Pharma Inc
NCT02264990,PHASE3,COMPLETED,595,AbbVie
NCT06837948,PHASE2,NOT_YET_RECRUITING,160,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT03271554,,COMPLETED,355,Hoffmann-La Roche
NCT00251446,PHASE2,COMPLETED,70,Veeda Oncology
NCT02655913,PHASE1/PHASE2,COMPLETED,97,"Clifford Hospital, Guangzhou, China"
NCT00749346,PHASE1/PHASE2,COMPLETED,42,NovoCure Ltd.
NCT02031744,PHASE3,COMPLETED,530,Hoffmann-La Roche
NCT05132985,PHASE2,NOT_YET_RECRUITING,45,Liaoning Cancer Hospital & Institute
NCT07348211,PHASE1,RECRUITING,260,"Jiangsu Simcere Pharmaceutical Co., Ltd."
NCT02457793,PHASE1,COMPLETED,24,"Genentech, Inc."
NCT00006929,PHASE2,COMPLETED,82,National Cancer Institute (NCI)
NCT01753414,PHASE2,UNKNOWN,44,Radiation Therapy Oncology Group
NCT05491811,PHASE2,ACTIVE_NOT_RECRUITING,47,Sun Yat-sen University
NCT07669051,PHASE2,ACTIVE_NOT_RECRUITING,36,Shandong Cancer Hospital and Institute
NCT02588261,PHASE3,TERMINATED,530,"Astellas Pharma Global Development, Inc."
NCT06235242,NA,TERMINATED,2,Grit Biotechnology
NCT01172314,NA,COMPLETED,41,Texas A&M University
NCT01348126,PHASE2/PHASE3,TERMINATED,385,Synta Pharmaceuticals Corp.
NCT01069640,PHASE1,COMPLETED,9,Shiga University
NCT03216551,,COMPLETED,1076,Fudan University
NCT07036185,PHASE1,NOT_YET_RECRUITING,66,"Shanghai Bao Pharmaceuticals Co., Ltd."
NCT02337530,PHASE2,COMPLETED,62,Canadian Cancer Trials Group
NCT04564157,PHASE3,ACTIVE_NOT_RECRUITING,210,Fundación GECP
NCT05486988,,UNKNOWN,500,Fuzhou General Hospital
NCT01525446,EARLY_PHASE1,TERMINATED,7,Massachusetts General Hospital
NCT00636571,NA,COMPLETED,21,Duke University
NCT01655225,PHASE1,COMPLETED,156,Eli Lilly and Company
NCT04749602,PHASE2,COMPLETED,26,Kidney Cancer Research Bureau
NCT06626243,,RECRUITING,140,Scientific Institute San Raffaele
NCT02468661,PHASE1,TERMINATED,23,Novartis Pharmaceuticals
NCT00497315,PHASE2,COMPLETED,30,"University Hospital, Antwerp"
NCT05500092,PHASE2,ACTIVE_NOT_RECRUITING,17,Montefiore Medical Center
NCT01646450,PHASE4,UNKNOWN,35,"Betta Pharmaceuticals Co., Ltd."
NCT01395758,PHASE2,COMPLETED,96,"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)"
NCT04818333,PHASE1/PHASE2,UNKNOWN,157,"Jiangsu HengRui Medicine Co., Ltd."
NCT07115043,PHASE1/PHASE2,RECRUITING,60,AstraZeneca
NCT03121417,PHASE2,WITHDRAWN,0,Emory University
NCT03922997,PHASE3,COMPLETED,101,Hoffmann-La Roche
NCT05765734,PHASE1,TERMINATED,18,"Taiho Oncology, Inc."
NCT01891123,NA,UNKNOWN,300,Sun Yat-sen University
NCT05165355,PHASE2,UNKNOWN,90,Tongji University
NCT00983047,PHASE2,TERMINATED,30,"Biotech Pharmaceutical Co., Ltd."
NCT00883779,PHASE3,COMPLETED,451,Hoffmann-La Roche
NCT03300115,PHASE2,UNKNOWN,222,"Hangzhou ACEA Pharmaceutical Research Co., Ltd."
NCT03576131,PHASE1/PHASE2,TERMINATED,48,Genmab
NCT01196078,PHASE4,COMPLETED,114,Hoffmann-La Roche
NCT07288632,,RECRUITING,500,University Of Perugia
NCT05882734,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,61,"EMD Serono Research & Development Institute, Inc."
NCT04266691,,COMPLETED,237,Zhejiang Cancer Hospital
NCT02658097,PHASE2,COMPLETED,13,Case Comprehensive Cancer Center
NCT03850444,PHASE3,COMPLETED,262,Merck Sharp & Dohme LLC
NCT05265650,PHASE1/PHASE2,UNKNOWN,30,"Clinica Universidad de Navarra, Universidad de Navarra"
NCT05168566,PHASE2,RECRUITING,99,Teligene US
NCT01387282,PHASE3,COMPLETED,495,"Helsinn Therapeutics (U.S.), Inc"
NCT01336543,PHASE2,WITHDRAWN,0,Syed Jafri
NCT05394831,PHASE1/PHASE2,RECRUITING,150,J Ints Bio
NCT02731001,NA,UNKNOWN,98,Technische Universität Dresden
NCT03510611,PHASE1,COMPLETED,24,"Betta Pharmaceuticals Co., Ltd."
NCT03885765,,COMPLETED,160,"University Hospital, Montpellier"
NCT03319316,PHASE2,WITHDRAWN,0,European Organisation for Research and Treatment of Cancer - EORTC
NCT05097417,NA,UNKNOWN,110,Shanghai 10th People's Hospital
NCT00085826,PHASE3,COMPLETED,600,Astellas Pharma Inc
NCT00273507,PHASE3,TERMINATED,270,"Rigshospitalet, Denmark"
NCT04965818,PHASE1,TERMINATED,38,"Taiho Oncology, Inc."
NCT02391480,PHASE1,COMPLETED,128,AbbVie
NCT05767892,PHASE3,NOT_YET_RECRUITING,350,"Suzhou Puhe Pharmaceutical Technology Co., LTD"
NCT05553834,PHASE2,ACTIVE_NOT_RECRUITING,60,Duke University
NCT02133196,PHASE2,RECRUITING,85,National Cancer Institute (NCI)
NCT01669707,PHASE2,UNKNOWN,60,Beijing Chest Hospital
NCT05585320,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,209,Immuneering Corporation
NCT05877599,PHASE1,RECRUITING,45,AstraZeneca
NCT06015503,PHASE2,ACTIVE_NOT_RECRUITING,139,"Avistone Biotechnology Co., Ltd."
NCT05042375,PHASE3,UNKNOWN,450,"Jiangsu HengRui Medicine Co., Ltd."
NCT01531790,PHASE1,COMPLETED,19,"Jiangsu Simcere Pharmaceutical Co., Ltd."
NCT05949619,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,14,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT02788461,NA,ACTIVE_NOT_RECRUITING,78,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's
NCT06467383,,RECRUITING,600,MSD Italia S.r.l.
NCT07105176,PHASE1,NOT_YET_RECRUITING,12,"Qingdao Sino-Cell Biomedicine Co., Ltd."
NCT04069936,PHASE2,TERMINATED,19,WindMIL Therapeutics
NCT06800339,PHASE1,RECRUITING,18,"University of Maryland, Baltimore"
NCT01860508,NA,UNKNOWN,94,Fudan University
NCT07329322,PHASE2,RECRUITING,60,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd."
NCT01723800,PHASE1,COMPLETED,9,City of Hope Medical Center
NCT02264210,PHASE2,COMPLETED,128,Sun Yat-sen University
NCT07291037,PHASE3,RECRUITING,400,AstraZeneca
NCT06623136,PHASE2,RECRUITING,40,"Elpiscience (Suzhou) Biopharma, Ltd."
NCT05858164,PHASE1,COMPLETED,45,Bayer
NCT00931008,PHASE3,COMPLETED,42,"SK Chemicals Co., Ltd."
NCT00662311,PHASE1/PHASE2,TERMINATED,5,University of Washington
NCT06041776,PHASE3,RECRUITING,570,"Betta Pharmaceuticals Co., Ltd."
NCT00372775,PHASE2,COMPLETED,66,Pfizer
NCT00807612,PHASE1/PHASE2,TERMINATED,15,"NantCell, Inc."
NCT06310915,,UNKNOWN,30,Guangzhou Institute of Respiratory Disease
NCT05910034,PHASE2,UNKNOWN,132,Fudan University
NCT02798003,,TERMINATED,44,Maastricht University Medical Center
NCT06903377,PHASE1/PHASE2,RECRUITING,50,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd"
NCT03851445,PHASE2/PHASE3,RECRUITING,10000,SWOG Cancer Research Network
NCT07444437,PHASE2,RECRUITING,45,"Suzhou BlueHorse Therapeutics Co., Ltd."
NCT06418412,,RECRUITING,600,"National Cancer Centre, Singapore"
NCT07551778,PHASE1/PHASE2,NOT_YET_RECRUITING,20,"BOE Technology Group Co., Ltd."
NCT04643847,PHASE2,UNKNOWN,47,First People's Hospital of Hangzhou
NCT05822284,,NOT_YET_RECRUITING,50,Second Xiangya Hospital of Central South University
NCT06962865,PHASE2,RECRUITING,80,"RemeGen Co., Ltd."
NCT00068003,,ENROLLING_BY_INVITATION,7000,National Cancer Institute (NCI)
NCT07320105,PHASE4,RECRUITING,60,Fujian Cancer Hospital
NCT02122861,PHASE1,COMPLETED,47,"Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)"
NCT06643117,PHASE3,TERMINATED,25,Formycon AG
NCT01872403,PHASE2,UNKNOWN,120,The First Affiliated Hospital of Guangzhou Medical University
NCT07524257,PHASE3,WITHDRAWN,0,"ImmunityBio, Inc."
NCT01471964,PHASE1/PHASE2,TERMINATED,22,Fox Chase Cancer Center
NCT07376512,,NOT_YET_RECRUITING,378,Centre Georges Francois Leclerc
NCT07489066,PHASE2,RECRUITING,120,Pfizer
NCT07613424,NA,RECRUITING,1000,AstraZeneca
NCT02855125,PHASE2,COMPLETED,128,"Taiho Oncology, Inc."
NCT01871454,PHASE2,UNKNOWN,59,University of Louisville
NCT00531934,PHASE2,COMPLETED,147,Hoffmann-La Roche
NCT05573373,PHASE1,UNKNOWN,40,Affiliated Hospital of Jiangnan University
NCT06103682,NA,RECRUITING,100,"University of California, Davis"
NCT03936764,NA,COMPLETED,36,ADIR Association
NCT04158440,PHASE3,ACTIVE_NOT_RECRUITING,501,"Shanghai Junshi Bioscience Co., Ltd."
NCT00312728,PHASE2,COMPLETED,115,"Genentech, Inc."
NCT06846762,,RECRUITING,508,Baohui Han
NCT05254795,NA,ACTIVE_NOT_RECRUITING,659,Timothy Mullett
NCT03116633,,COMPLETED,34,Inivata
NCT01378962,PHASE2,COMPLETED,50,Hoffmann-La Roche
NCT04430933,PHASE1/PHASE2,WITHDRAWN,0,"NextCure, Inc."
NCT00321334,PHASE3,COMPLETED,410,Chinese Society of Lung Cancer
NCT00179686,PHASE2,COMPLETED,40,Celgene Corporation
NCT02840994,PHASE1,COMPLETED,24,Bavarian Nordic
NCT05512429,,COMPLETED,83,Marmara University
NCT00188279,PHASE2,COMPLETED,311,"University Health Network, Toronto"
NCT04818983,,COMPLETED,470,Chugai Pharmaceutical
NCT04596033,PHASE1,TERMINATED,49,"Genocea Biosciences, Inc."
NCT05769959,PHASE1,TERMINATED,3,Hoffmann-La Roche
NCT07190248,PHASE3,RECRUITING,675,Merck Sharp & Dohme LLC
NCT05329298,PHASE1/PHASE2,UNKNOWN,90,"Betta Pharmaceuticals Co., Ltd."
NCT00490659,PHASE2,COMPLETED,13,Eli Lilly and Company
NCT03844464,,COMPLETED,1290,Pfizer
NCT00191191,PHASE2,COMPLETED,226,Eli Lilly and Company
NCT05424029,,RECRUITING,200,Memorial Sloan Kettering Cancer Center
NCT06711900,PHASE3,RECRUITING,432,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd."
NCT00692380,PHASE1,TERMINATED,28,Virginia Commonwealth University
NCT02639234,PHASE2,WITHDRAWN,0,"Gradalis, Inc."
NCT02349633,PHASE1/PHASE2,TERMINATED,65,Pfizer
NCT00327288,PHASE1,COMPLETED,34,AmpliMed Corporation
NCT07164170,PHASE2,RECRUITING,86,"Abbisko Therapeutics Co, Ltd"
NCT03749213,PHASE2,UNKNOWN,36,"Betta Pharmaceuticals Co., Ltd."
NCT02839265,PHASE2,COMPLETED,33,Montefiore Medical Center
NCT01460134,PHASE1,COMPLETED,90,Celldex Therapeutics
NCT01496742,PHASE2,COMPLETED,259,"Genentech, Inc."
NCT05925530,PHASE2,ACTIVE_NOT_RECRUITING,142,AstraZeneca
NCT06686771,PHASE3,RECRUITING,320,Canadian Cancer Trials Group
NCT04619004,PHASE2,ACTIVE_NOT_RECRUITING,277,Daiichi Sankyo
NCT04641754,PHASE2,UNKNOWN,176,"Qilu Pharmaceutical Co., Ltd."
NCT06946927,PHASE1,RECRUITING,72,Jemincare
NCT07052669,PHASE3,RECRUITING,311,Sun Yat-sen University
NCT07159646,NA,NOT_YET_RECRUITING,10,Fondazione IRCCS Policlinico San Matteo di Pavia
NCT05425134,,UNKNOWN,5000,"Shanghai Pulmonary Hospital, Shanghai, China"
NCT02710565,NA,COMPLETED,22,Mid and South Essex NHS Foundation Trust
NCT05651022,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,120,"Indaptus Therapeutics, Inc"
NCT00351039,PHASE1/PHASE2,TERMINATED,8,H. Lee Moffitt Cancer Center and Research Institute
NCT01218594,PHASE2,UNKNOWN,50,Sun Yat-sen University
NCT07178795,PHASE3,RECRUITING,440,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT00994097,PHASE2,COMPLETED,121,AGC Biologics S.p.A.
NCT04530227,PHASE2,UNKNOWN,30,Tianjin Medical University Cancer Institute and Hospital
NCT00874107,PHASE2,COMPLETED,90,"HiberCell, Inc."
NCT07362940,PHASE1/PHASE2,RECRUITING,110,"Henan Genuine Biotech Co., Ltd."
NCT05120349,PHASE3,ACTIVE_NOT_RECRUITING,390,AstraZeneca
NCT02475382,,NO_LONGER_AVAILABLE,,Bristol-Myers Squibb
NCT01364012,PHASE3,COMPLETED,276,Hoffmann-La Roche
NCT04937972,PHASE2,UNKNOWN,71,Hunan Province Tumor Hospital
NCT01243775,PHASE2,COMPLETED,33,Chonnam National University Hospital
NCT07432308,NA,COMPLETED,22,Institute of Oncology Ljubljana
NCT04698681,,TERMINATED,20,"Calithera Biosciences, Inc"
NCT01366131,PHASE2,COMPLETED,104,"Genentech, Inc."
NCT03196986,PHASE3,COMPLETED,517,"Beijing Mabworks Biotech Co., Ltd."
NCT03556228,PHASE1/PHASE2,RECRUITING,242,"VM Oncology, LLC"
NCT03257124,PHASE2,UNKNOWN,80,Samsung Medical Center
NCT02754882,PHASE3,COMPLETED,763,"Samsung Bioepis Co., Ltd."
NCT06523673,PHASE3,RECRUITING,104,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
NCT00901537,PHASE1,TERMINATED,8,Loma Linda University
NCT03445000,PHASE2,TERMINATED,14,ETOP IBCSG Partners Foundation
NCT07315113,PHASE1,RECRUITING,18,"Nuvectis Pharma, Inc."
NCT04797702,PHASE1/PHASE2,UNKNOWN,67,"Shanghai Junshi Bioscience Co., Ltd."
NCT01714908,PHASE2,UNKNOWN,100,Jinming Yu
NCT03646994,,UNKNOWN,40,Hunan Province Tumor Hospital
NCT00113516,PHASE2,COMPLETED,84,Pfizer
NCT04142931,PHASE1,UNKNOWN,30,Dr. Ronnie Shapira
NCT03431415,NA,WITHDRAWN,0,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec
NCT07215962,,ACTIVE_NOT_RECRUITING,300,Bristol-Myers Squibb
NCT01728181,PHASE1/PHASE2,WITHDRAWN,0,University of Utah
NCT01383668,PHASE1,WITHDRAWN,0,Mayo Clinic
NCT04552535,,COMPLETED,200,Boehringer Ingelheim
NCT00409006,PHASE2,COMPLETED,70,Eli Lilly and Company
NCT01026844,PHASE1,TERMINATED,27,Massachusetts General Hospital
NCT06996782,PHASE1/PHASE2,RECRUITING,152,AstraZeneca
NCT01333007,,COMPLETED,423,Hoffmann-La Roche
NCT02728596,NA,COMPLETED,3665,SWOG Cancer Research Network
NCT02620657,,COMPLETED,2809,ying cheng
NCT06192004,,TERMINATED,83,AstraZeneca
NCT03493789,PHASE1,COMPLETED,19,Emory University
NCT00118183,PHASE2,COMPLETED,62,National Cancer Institute (NCI)
NCT04083599,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,350,Genmab
NCT03258788,,COMPLETED,15,The Christie NHS Foundation Trust
NCT02392507,PHASE2,COMPLETED,54,Eli Lilly and Company
NCT07234604,,NOT_YET_RECRUITING,50,"University Hospital, Strasbourg, France"
NCT05818449,NA,UNKNOWN,850,University of Cologne
NCT03095612,PHASE1/PHASE2,TERMINATED,41,University of Texas Southwestern Medical Center
NCT00138658,PHASE1/PHASE2,COMPLETED,85,Achieve Life Sciences
NCT01625234,PHASE1/PHASE2,COMPLETED,131,"Xcovery Holdings, Inc."
NCT01529112,PHASE2,COMPLETED,135,Eisai Inc.
NCT03664024,PHASE2,COMPLETED,118,Merck Sharp & Dohme LLC
NCT00533429,PHASE2,COMPLETED,40,Eli Lilly and Company
NCT06110663,PHASE3,UNKNOWN,314,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT03906071,PHASE3,COMPLETED,577,Mirati Therapeutics Inc.
NCT00903942,PHASE2,WITHDRAWN,0,University of Rochester
NCT05157503,,UNKNOWN,1,Autonomous Non-Profit Organization National Society of Onco-Pulmonologists
NCT02581943,PHASE2,COMPLETED,43,Wake Forest University Health Sciences
NCT01130766,PHASE3,UNKNOWN,176,Samsung Medical Center
NCT00819169,PHASE1/PHASE2,TERMINATED,89,"NantCell, Inc."
NCT03875092,PHASE3,COMPLETED,125,Merck Sharp & Dohme LLC
NCT03920839,PHASE1,WITHDRAWN,0,Incyte Corporation
NCT04977791,,RECRUITING,250,Shanghai Chest Hospital
NCT01882621,PHASE3,UNKNOWN,300,Sun Yat-sen University
NCT01574729,PHASE2,UNKNOWN,120,"Shenzhen SiBiono GeneTech Co.,Ltd"
NCT01112631,,COMPLETED,293,Maria Sklodowska-Curie National Research Institute of Oncology
NCT03647111,,UNKNOWN,120,Hunan Province Tumor Hospital
NCT06643910,NA,NOT_YET_RECRUITING,12,BioSyngen Pte Ltd
NCT03998085,NA,UNKNOWN,40,The First Hospital of Jilin University
NCT07623369,PHASE1,NOT_YET_RECRUITING,56,Huahui Health
NCT04644237,PHASE2,COMPLETED,152,Daiichi Sankyo
NCT06496490,PHASE2,RECRUITING,270,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd."
NCT06331585,PHASE2,WITHDRAWN,0,Hetian District People's Hospital
NCT05288205,PHASE1/PHASE2,RECRUITING,240,"Allist Pharmaceuticals, Inc."
NCT03546829,PHASE1,RECRUITING,10,Abramson Cancer Center at Penn Medicine
NCT00318136,PHASE2,COMPLETED,47,"Genentech, Inc."
NCT02438722,PHASE2/PHASE3,COMPLETED,174,SWOG Cancer Research Network
NCT00345059,PHASE3,TERMINATED,84,"National Cancer Institute, Naples"
NCT01771289,PHASE2,UNKNOWN,50,Peking University People's Hospital
NCT02495636,PHASE2,WITHDRAWN,0,Yale University
NCT00960297,PHASE2,TERMINATED,4,"SCRI Development Innovations, LLC"
NCT01482182,,COMPLETED,35,Samsung Medical Center
NCT07624214,PHASE1,NOT_YET_RECRUITING,198,"Leadingtac Pharmaceutical (Shaoxing) Co., Ltd."
NCT01320501,PHASE4,SUSPENDED,100,National Guard Health Affairs
NCT07309952,PHASE2,RECRUITING,28,Yang Hong
NCT06612840,PHASE1,RECRUITING,20,"Sichuan Baili Pharmaceutical Co., Ltd."
NCT02082210,PHASE1/PHASE2,COMPLETED,97,Eli Lilly and Company
NCT01667562,PHASE3,COMPLETED,375,Hoffmann-La Roche
NCT03370159,PHASE1/PHASE2,WITHDRAWN,0,Wake Forest University Health Sciences
NCT00770588,PHASE4,COMPLETED,296,AstraZeneca
NCT00064636,PHASE1,TERMINATED,46,"Millennium Pharmaceuticals, Inc."
NCT05891197,,TERMINATED,10,"Lyell Immunopharma, Inc."
NCT06767046,PHASE1,ACTIVE_NOT_RECRUITING,8,"Corregene Biotechnology Co., Ltd"
NCT05638425,,UNKNOWN,20,Xiangya Hospital of Central South University
NCT02080650,NA,COMPLETED,62,Duke University
NCT03392246,PHASE2,ACTIVE_NOT_RECRUITING,25,Dana-Farber Cancer Institute
NCT00766246,PHASE2,TERMINATED,125,Pharmatech
NCT07132918,PHASE2,RECRUITING,60,"University of Wisconsin, Madison"
NCT00995761,PHASE2,COMPLETED,48,Gyeongsang National University Hospital
NCT01658332,NA,TERMINATED,59,"Central Hospital, Nancy, France"
NCT06102057,PHASE2,RECRUITING,110,TheraOp
NCT05267392,PHASE1/PHASE2,UNKNOWN,30,"Instituto Portugues de Oncologia, Francisco Gentil, Porto"
NCT00372515,PHASE1,COMPLETED,7,"David M. Jackman, MD"
NCT05862194,,COMPLETED,534,Yuhan Corporation
NCT01451632,PHASE1,COMPLETED,48,Merrimack Pharmaceuticals
NCT06216301,PHASE3,RECRUITING,734,NovoCure GmbH
NCT07614646,PHASE1,NOT_YET_RECRUITING,13,"Everest Medicines (Beijing) Co., Ltd."
NCT05070247,PHASE1/PHASE2,TERMINATED,61,Takeda
NCT02492568,PHASE2,COMPLETED,92,The Netherlands Cancer Institute
NCT04442126,PHASE1/PHASE2,TERMINATED,52,Numab Therapeutics AG
NCT01250119,PHASE2,COMPLETED,688,Hoffmann-La Roche
NCT02803203,PHASE1/PHASE2,COMPLETED,49,Memorial Sloan Kettering Cancer Center
NCT06876402,,ACTIVE_NOT_RECRUITING,367,Hellenic Cooperative Oncology Group
NCT04140500,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,170,Hoffmann-La Roche
NCT02802540,PHASE2/PHASE3,UNKNOWN,78,Instituto Nacional de Cancerologia de Mexico
NCT06580665,NA,NOT_YET_RECRUITING,134,Shanghai Chest Hospital
NCT05548348,PHASE2,UNKNOWN,30,Chongqing University Cancer Hospital
NCT02054052,PHASE2,COMPLETED,22,"Haihong Yang, MD, Pricipal investigator"
NCT01795352,,COMPLETED,187,AstraZeneca
NCT05722015,PHASE3,ACTIVE_NOT_RECRUITING,377,Merck Sharp & Dohme LLC
NCT07491211,,ACTIVE_NOT_RECRUITING,300,Fudan University
NCT01928160,PHASE2,WITHDRAWN,0,Vanderbilt-Ingram Cancer Center
NCT00818714,PHASE1,WITHDRAWN,0,"University of Maryland, Baltimore"
NCT06667167,PHASE2,RECRUITING,21,Nir Peled
NCT06285058,,UNKNOWN,1000,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology"
NCT01405586,PHASE3,UNKNOWN,299,"National Cancer Institute, Naples"
NCT01609543,PHASE4,COMPLETED,62,Hoffmann-La Roche
NCT02411448,PHASE3,ACTIVE_NOT_RECRUITING,545,Eli Lilly and Company
NCT03390686,PHASE3,ACTIVE_NOT_RECRUITING,650,Prestige Biopharma Limited
NCT04530708,NA,UNKNOWN,162,Swedish Lung Cancer Study Group
NCT03991403,PHASE3,UNKNOWN,228,Samsung Medical Center
NCT00870532,PHASE1,COMPLETED,52,"National Cancer Centre, Singapore"
NCT01533727,PHASE2,WITHDRAWN,0,Sun Yat-sen University
NCT03770299,PHASE2,WITHDRAWN,0,Bristol-Myers Squibb
NCT06093503,PHASE3,WITHDRAWN,0,AbbVie
NCT02387125,PHASE1,TERMINATED,79,"Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)"
NCT00051974,PHASE2,COMPLETED,155,"Millennium Pharmaceuticals, Inc."
NCT06165874,NA,UNKNOWN,20,Huashan Hospital
NCT07594522,PHASE1/PHASE2,RECRUITING,36,Memorial Sloan Kettering Cancer Center
NCT06341530,PHASE2,UNKNOWN,33,The First Affiliated Hospital of Zhengzhou University
NCT02326285,PHASE2/PHASE3,TERMINATED,1,AIO-Studien-gGmbH
NCT03689855,PHASE2,COMPLETED,21,Washington University School of Medicine
NCT02043665,PHASE1,COMPLETED,85,Viralytics
NCT06391008,PHASE2,UNKNOWN,44,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
NCT04676477,PHASE1,ACTIVE_NOT_RECRUITING,246,Daiichi Sankyo
NCT03157128,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,857,Eli Lilly and Company
NCT05247684,PHASE2,ACTIVE_NOT_RECRUITING,90,Akeso
NCT07436598,,RECRUITING,60,National Taiwan University Hospital
NCT07130916,PHASE1,RECRUITING,20,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
NCT01186861,PHASE2,COMPLETED,205,Astellas Pharma Inc
NCT07554859,PHASE2,NOT_YET_RECRUITING,90,Genfleet Therapeutics (Shanghai) Inc.
NCT03671538,NA,UNKNOWN,62,Lingyu Luo
NCT07490639,NA,COMPLETED,110,Shanxi Province Cancer Hospital
NCT02397239,,UNKNOWN,72,National Cheng-Kung University Hospital
NCT06710132,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,250,"EMD Serono Research & Development Institute, Inc."
NCT05709821,PHASE1/PHASE2,TERMINATED,1,iOx Therapeutics
NCT05522660,PHASE3,RECRUITING,180,ETOP IBCSG Partners Foundation
NCT02066103,NA,COMPLETED,20,"Mercator MedSystems, Inc."
NCT00607425,,TERMINATED,40,Scottsdale Healthcare
NCT01888601,,ACTIVE_NOT_RECRUITING,814,"University College, London"
NCT02043002,NA,COMPLETED,67,University of Aarhus
NCT03384511,PHASE4,COMPLETED,38,Shandong Cancer Hospital and Institute
NCT04958993,PHASE1/PHASE2,TERMINATED,7,Shandong Cancer Hospital and Institute
NCT02243748,NA,COMPLETED,361,City of Hope Medical Center
NCT02304406,,COMPLETED,449,Pfizer
NCT05144698,PHASE1/PHASE2,RECRUITING,37,Rapa Therapeutics LLC
NCT01282450,PHASE2,COMPLETED,60,Maastricht Radiation Oncology
NCT05905341,PHASE1,WITHDRAWN,0,Pfizer
NCT01557959,PHASE2,COMPLETED,45,Wake Forest University Health Sciences
NCT07603791,PHASE2,NOT_YET_RECRUITING,252,"Shanghai Allink Biotherapeutics Co., Ltd."
NCT03903887,PHASE1/PHASE2,UNKNOWN,20,Sun Yat-sen University
NCT01426620,PHASE2,TERMINATED,4,University of Louisville
NCT01155258,PHASE1,COMPLETED,19,University of Southern California
NCT02812667,PHASE1,COMPLETED,18,"Lyudmila Bazhenova, M.D."
NCT00428220,NA,COMPLETED,223,Pfizer
