"nct_id","phase","overall_status","enrollment","start_date"
NCT07485179,,ACTIVE_NOT_RECRUITING,770,2026-03-12
NCT04244552,PHASE1,TERMINATED,87,2020-02-11
NCT05128487,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,106,2021-11-05
NCT07593872,NA,NOT_YET_RECRUITING,10,2026-06-01
NCT06794957,PHASE1,ACTIVE_NOT_RECRUITING,158,2022-05-19
NCT06630429,,ACTIVE_NOT_RECRUITING,100,2020-09-02
NCT05241873,PHASE1,TERMINATED,103,2022-03-04
NCT06911697,NA,RECRUITING,88,2023-10-26
NCT03601598,PHASE1/PHASE2,UNKNOWN,41,2018-07-30
NCT03944772,PHASE2,ACTIVE_NOT_RECRUITING,247,2019-06-25
NCT02727335,,COMPLETED,318,2014-05-31
NCT06754644,PHASE3,RECRUITING,808,2025-01-15
NCT03137771,PHASE2,ACTIVE_NOT_RECRUITING,218,2017-04-07
NCT02511184,PHASE1,TERMINATED,9,2015-10-31
NCT06780839,PHASE2,NOT_YET_RECRUITING,70,2025-01-15
NCT04980716,PHASE3,RECRUITING,524,2021-06-01
NCT07589205,PHASE1,RECRUITING,493,2026-03-31
NCT06643000,NA,RECRUITING,60,2024-12-20
NCT06496360,,UNKNOWN,150,2024-08-01
NCT07517640,PHASE2,NOT_YET_RECRUITING,45,2026-04-01
NCT02940990,PHASE2,UNKNOWN,50,2016-11-30
NCT06020066,PHASE2,ACTIVE_NOT_RECRUITING,202,2023-08-10
NCT01493011,NA,UNKNOWN,120,2011-11-30
NCT00976456,PHASE3,COMPLETED,271,2009-09-30
NCT04149691,PHASE1,UNKNOWN,42,2019-07-19
NCT04606446,PHASE2,RECRUITING,320,2020-11-16
NCT00082472,PHASE1/PHASE2,UNKNOWN,30,2004-01-31
NCT05015608,PHASE3,COMPLETED,216,2021-11-22
NCT04676412,PHASE3,COMPLETED,107,2019-10-23
NCT06561685,PHASE1,RECRUITING,340,2024-09-19
NCT07596524,,NOT_YET_RECRUITING,300,2026-07-01
NCT05856981,PHASE1,RECRUITING,130,2023-04-03
NCT03974022,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,315,2019-07-09
NCT05429463,PHASE3,RECRUITING,250,2022-11-11
NCT02987998,PHASE1,TERMINATED,9,2017-05-19
NCT00602797,PHASE2,COMPLETED,20,2007-12-17
NCT04874844,PHASE2/PHASE3,UNKNOWN,420,2021-07-30
NCT02347917,PHASE1/PHASE2,COMPLETED,28,2015-02-28
NCT05546268,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,174,2022-10-12
NCT06858410,PHASE3,NOT_YET_RECRUITING,36,2025-03-31
NCT03727867,PHASE3,UNKNOWN,300,2019-06-01
NCT04613804,PHASE2,UNKNOWN,30,2020-12-01
NCT02316327,PHASE4,COMPLETED,19,2013-07-31
NCT07256509,PHASE2,NOT_YET_RECRUITING,120,2025-11-30
NCT06864624,PHASE2,RECRUITING,27,2025-02-18
NCT02679170,,COMPLETED,692,2016-06-29
NCT06854939,,NOT_YET_RECRUITING,350,2025-03-01
NCT06746870,PHASE2,NOT_YET_RECRUITING,148,2024-12-31
NCT05478538,,ACTIVE_NOT_RECRUITING,200,2023-01-31
NCT02644889,,UNKNOWN,100,2016-01-31
NCT03236935,PHASE1,COMPLETED,12,2018-08-27
NCT03475953,PHASE1/PHASE2,UNKNOWN,747,2018-05-04
NCT04585750,PHASE1/PHASE2,RECRUITING,300,2020-10-29
NCT06899126,PHASE3,RECRUITING,686,2025-10-24
NCT05922345,PHASE3,UNKNOWN,518,2023-06-08
NCT06352502,,UNKNOWN,30,2022-01-28
NCT02336451,PHASE2,COMPLETED,156,2015-04-01
NCT01165658,PHASE1,TERMINATED,30,2010-07-16
NCT06600204,,COMPLETED,50,2024-11-30
NCT02735850,PHASE2,WITHDRAWN,0,2015-12-31
NCT02780778,PHASE2/PHASE3,UNKNOWN,20,2016-05-31
NCT03614065,PHASE2,UNKNOWN,50,2017-02-21
NCT05426668,,RECRUITING,170,2025-02-24
NCT04206072,PHASE2/PHASE3,COMPLETED,362,2019-12-24
NCT06095934,NA,UNKNOWN,20,2022-03-01
NCT01854684,PHASE1,COMPLETED,8,2014-02-21
NCT07358884,PHASE1,NOT_YET_RECRUITING,300,2026-01-31
NCT01687738,NA,COMPLETED,238,2012-08-31
NCT05791097,PHASE3,WITHDRAWN,0,2023-07-28
NCT00379132,PHASE1,COMPLETED,60,2006-08-31
NCT03543683,PHASE2,COMPLETED,115,2018-01-01
NCT02852083,PHASE2,UNKNOWN,86,2016-01-31
NCT04984811,PHASE2,TERMINATED,33,2021-11-15
NCT02729298,PHASE1,COMPLETED,177,2016-12-14
NCT06684873,PHASE2,NOT_YET_RECRUITING,55,2024-11-02
NCT00434226,PHASE2,TERMINATED,56,2007-03-31
NCT01767974,,UNKNOWN,140,2013-01-31
NCT06743581,NA,NOT_YET_RECRUITING,24,2025-02-01
NCT02857270,PHASE1,COMPLETED,210,2016-09-29
NCT01359436,NA,UNKNOWN,200,2010-07-31
NCT07099027,NA,RECRUITING,2183,2025-05-19
NCT04211922,PHASE2,TERMINATED,4,2020-01-21
NCT03087448,PHASE1,TERMINATED,9,2017-09-09
NCT03386955,PHASE1/PHASE2,COMPLETED,215,2017-08-16
NCT07528274,PHASE2,RECRUITING,20,2026-05-01
NCT00088933,PHASE1,TERMINATED,60,2004-06-30
NCT03693300,PHASE2,COMPLETED,117,2019-04-16
NCT04261439,PHASE1,TERMINATED,60,2020-02-27
NCT06139419,PHASE2,ACTIVE_NOT_RECRUITING,114,2023-07-25
NCT01310244,PHASE1/PHASE2,COMPLETED,23,2010-12-31
NCT05100134,,NO_LONGER_AVAILABLE,,
NCT07143513,,COMPLETED,102,2025-08-11
NCT07171606,PHASE2,RECRUITING,240,2025-10-24
NCT04507217,PHASE2,COMPLETED,36,2020-09-15
NCT04447118,PHASE3,COMPLETED,151,2020-09-11
NCT05317078,PHASE1,TERMINATED,3,2023-02-28
NCT03829319,PHASE3,COMPLETED,761,2019-03-25
NCT00606502,PHASE2,COMPLETED,201,2008-01-31
NCT07661966,NA,NOT_YET_RECRUITING,12,2026-06-30
NCT02346370,PHASE1,TERMINATED,16,2015-02-10
NCT01899989,PHASE1,COMPLETED,39,2013-07-05
NCT07596121,PHASE2,RECRUITING,60,2026-05-13
NCT00773383,PHASE2,TERMINATED,35,2008-11-30
NCT01401192,PHASE2,UNKNOWN,304,2011-07-31
NCT05538572,PHASE1,COMPLETED,22,2022-12-27
NCT07227168,PHASE1,RECRUITING,200,2025-11-07
NCT03705403,PHASE2,TERMINATED,88,2019-04-04
NCT02387086,PHASE2/PHASE3,UNKNOWN,380,2015-05-31
NCT04900363,PHASE1/PHASE2,COMPLETED,108,2021-05-21
NCT07325864,,RECRUITING,25,2025-12-18
NCT01488331,,COMPLETED,217,2010-06-30
NCT06623786,,NOT_YET_RECRUITING,100,2024-10-31
NCT04974957,PHASE2,UNKNOWN,71,2021-08-30
NCT07063329,PHASE1/PHASE2,NOT_YET_RECRUITING,108,2025-08-08
NCT01871805,PHASE1/PHASE2,COMPLETED,134,2013-09-30
NCT01210053,PHASE2,UNKNOWN,30,2010-09-30
NCT06771219,PHASE1,RECRUITING,70,2025-05-14
NCT06554613,PHASE2,RECRUITING,156,2024-07-02
NCT04322617,PHASE2/PHASE3,RECRUITING,1200,2020-03-24
NCT01057212,PHASE2,TERMINATED,6,2010-02-28
NCT05987956,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,600,2026-03-18
NCT06279754,PHASE2,UNKNOWN,30,2024-02-18
NCT04289259,,TERMINATED,6,2020-06-10
NCT04167774,PHASE2,UNKNOWN,62,2019-07-30
NCT05500508,PHASE1/PHASE2,TERMINATED,15,2022-11-29
NCT06934590,PHASE1,NOT_YET_RECRUITING,18,2025-05-31
NCT02919449,PHASE1,TERMINATED,2,2017-08-03
NCT06414915,PHASE2,NOT_YET_RECRUITING,29,2024-06-01
NCT05853887,NA,ACTIVE_NOT_RECRUITING,260,2023-06-15
NCT06360211,PHASE1,COMPLETED,15,2024-04-17
NCT02106546,PHASE3,COMPLETED,970,2014-04-10
NCT03133234,,COMPLETED,47,2017-05-23
NCT02587689,PHASE1/PHASE2,UNKNOWN,20,2015-10-31
NCT01549093,PHASE2,UNKNOWN,90,2011-08-31
NCT04822298,PHASE1,TERMINATED,3,2021-08-31
NCT01702714,PHASE1,WITHDRAWN,0,2014-07-31
NCT03526900,PHASE2,COMPLETED,40,2018-07-07
NCT05215925,PHASE2,UNKNOWN,60,2023-02-01
NCT05785845,NA,ACTIVE_NOT_RECRUITING,17,2023-04-10
NCT07622186,PHASE2,NOT_YET_RECRUITING,150,2026-07-31
NCT01999985,PHASE1,COMPLETED,25,2013-12-31
NCT05259696,PHASE1/PHASE2,COMPLETED,69,2022-02-11
NCT07121387,,COMPLETED,221,2020-01-01
NCT02350764,PHASE2,COMPLETED,29,2015-01-20
NCT07513376,PHASE3,RECRUITING,876,2026-05-04
NCT05482568,PHASE1/PHASE2,RECRUITING,324,2022-09-15
NCT02691299,PHASE3,COMPLETED,527,2015-12-09
NCT01772797,PHASE1,COMPLETED,22,2013-06-30
NCT06221670,PHASE2,RECRUITING,51,2024-03-20
NCT06239194,PHASE1/PHASE2,RECRUITING,285,2024-06-12
NCT05451173,PHASE1/PHASE2,UNKNOWN,83,2023-10-09
NCT00807170,PHASE1,TERMINATED,5,2009-05-31
NCT04716933,PHASE3,COMPLETED,201,2019-11-05
NCT03132922,PHASE1,ACTIVE_NOT_RECRUITING,71,2017-05-15
NCT03808480,PHASE2,UNKNOWN,22,2019-01-23
NCT06331650,PHASE2,UNKNOWN,30,2023-08-09
NCT05089916,PHASE2,ACTIVE_NOT_RECRUITING,42,2022-01-20
NCT03138889,PHASE1/PHASE2,TERMINATED,162,2017-06-09
NCT01342770,PHASE2,TERMINATED,6,2011-04-30
NCT02845856,PHASE1/PHASE2,COMPLETED,30,2016-07-01
NCT05382728,PHASE3,RECRUITING,680,2022-06-08
NCT03371550,PHASE2,COMPLETED,44,2004-08-05
NCT05933239,PHASE2,RECRUITING,20,2023-03-30
NCT01998126,PHASE1,COMPLETED,14,2013-12-02
NCT02279004,,ACTIVE_NOT_RECRUITING,840,2014-07-03
NCT02442349,PHASE2,COMPLETED,171,2015-06-22
NCT06221475,PHASE1,COMPLETED,8,2024-01-25
NCT07609121,PHASE2,RECRUITING,160,2026-06-01
NCT05676931,PHASE2,ACTIVE_NOT_RECRUITING,400,2023-02-21
NCT00683306,,APPROVED_FOR_MARKETING,,
NCT02393209,PHASE1/PHASE2,TERMINATED,14,2015-06-03
NCT02035683,NA,UNKNOWN,220,2013-10-31
NCT06317324,,RECRUITING,150,2023-08-01
NCT03881488,PHASE1,COMPLETED,100,2019-05-17
NCT05472623,PHASE2,WITHDRAWN,0,2023-03-21
NCT03433469,PHASE2,ACTIVE_NOT_RECRUITING,27,2018-07-31
NCT06893354,PHASE4,NOT_YET_RECRUITING,20,2025-05-10
NCT03808701,PHASE1,UNKNOWN,50,2019-03-31
NCT01023828,,COMPLETED,150,2005-04-30
NCT02574078,PHASE1/PHASE2,COMPLETED,341,2015-11-23
NCT05807893,PHASE2/PHASE3,COMPLETED,40,2023-05-14
NCT03517332,,UNKNOWN,10000,2015-01-01
NCT07106827,PHASE1,RECRUITING,10,2025-09-04
NCT05124743,,TERMINATED,19,2021-09-24
NCT00633529,PHASE1,COMPLETED,36,2007-11-30
NCT06465069,PHASE1,RECRUITING,420,2024-07-01
NCT02299141,PHASE2,COMPLETED,20,2015-05-07
NCT04040361,PHASE2,UNKNOWN,24,2019-11-30
NCT05652868,PHASE1,TERMINATED,227,2023-03-23
NCT07235306,PHASE2,NOT_YET_RECRUITING,45,2025-12-01
NCT06077760,PHASE3,RECRUITING,868,2023-12-06
NCT06109454,,RECRUITING,240,2024-03-21
NCT03481114,PHASE2,COMPLETED,55,2017-08-28
NCT00191308,PHASE2,COMPLETED,30,2005-05-31
NCT00771563,PHASE3,COMPLETED,104,2008-06-30
NCT01174563,PHASE2,COMPLETED,60,2011-05-23
NCT07537556,,ACTIVE_NOT_RECRUITING,150,2023-04-01
NCT01860040,PHASE2,TERMINATED,1,2013-04-30
NCT00094861,PHASE2,COMPLETED,100,2005-01-31
NCT07120282,PHASE2,RECRUITING,108,2025-10-28
NCT03129256,PHASE2,COMPLETED,52,2016-12-01
NCT07128199,PHASE3,ACTIVE_NOT_RECRUITING,360,2025-12-22
NCT03001882,PHASE2,COMPLETED,230,2017-03-29
NCT05029882,PHASE1,ACTIVE_NOT_RECRUITING,520,2021-10-13
NCT07224971,PHASE2,RECRUITING,350,2025-12-02
NCT00373425,PHASE3,COMPLETED,1252,2006-09-30
NCT05441956,PHASE1,ACTIVE_NOT_RECRUITING,198,2021-04-23
NCT02582125,PHASE2,COMPLETED,53,2016-01-27
NCT06739031,NA,NOT_YET_RECRUITING,126,2024-12-25
NCT04204928,,APPROVED_FOR_MARKETING,,
NCT00173875,PHASE2,COMPLETED,108,2005-03-31
NCT01595074,,NOT_YET_RECRUITING,950,2012-05-31
NCT01936961,NA,WITHDRAWN,0,2013-06-30
NCT03841110,PHASE1,COMPLETED,37,2019-02-15
NCT05194735,PHASE1/PHASE2,TERMINATED,8,2022-04-04
NCT00862004,PHASE2,UNKNOWN,30,2008-12-31
NCT01785888,,COMPLETED,1311,2013-04-30
NCT07416474,PHASE3,RECRUITING,574,2026-04-03
NCT02544633,PHASE2,COMPLETED,68,2015-10-31
NCT02423343,PHASE1/PHASE2,COMPLETED,41,2015-01-01
NCT00641238,,COMPLETED,20,2004-03-31
NCT00099879,PHASE2,TERMINATED,,
NCT03127449,NA,TERMINATED,116,2017-06-01
NCT01051362,PHASE2,UNKNOWN,48,2006-02-28
NCT00534027,PHASE1/PHASE2,COMPLETED,172,2008-01-31
NCT00633789,PHASE2,COMPLETED,597,2008-06-30
NCT05246514,PHASE2,ACTIVE_NOT_RECRUITING,72,2022-07-13
NCT03446547,PHASE2,COMPLETED,106,2017-12-04
NCT07079475,PHASE1/PHASE2,RECRUITING,160,2025-07-30
NCT05721950,,ACTIVE_NOT_RECRUITING,154,2024-01-17
NCT07495098,PHASE1,NOT_YET_RECRUITING,12,2026-07-01
NCT02771626,PHASE1/PHASE2,TERMINATED,118,2016-08-01
NCT00846443,PHASE1,UNKNOWN,12,2009-01-31
NCT00870870,PHASE2,COMPLETED,64,2009-03-31
NCT06370416,PHASE2,ENROLLING_BY_INVITATION,41,2024-04-02
NCT04875806,PHASE1/PHASE2,TERMINATED,40,2021-06-30
NCT02803619,,UNKNOWN,60,2013-11-30
NCT05816499,PHASE1/PHASE2,UNKNOWN,50,2023-02-16
NCT06146920,NA,ACTIVE_NOT_RECRUITING,39,2024-01-10
NCT06752395,NA,ENROLLING_BY_INVITATION,200,2024-11-01
NCT06586801,,NOT_YET_RECRUITING,800,2024-09-20
NCT00908336,PHASE2,UNKNOWN,70,2009-03-31
NCT01964157,PHASE2,UNKNOWN,32,2013-09-01
NCT01106781,,COMPLETED,591,2010-08-31
NCT02029729,PHASE1,COMPLETED,11,2013-12-31
NCT07468071,PHASE1/PHASE2,RECRUITING,40,2026-06-08
NCT03602027,NA,UNKNOWN,9,2018-08-01
NCT05374538,PHASE1,TERMINATED,3,2022-11-09
NCT00264134,PHASE1/PHASE2,TERMINATED,40,2003-06-30
NCT02014337,PHASE1,COMPLETED,37,2014-01-31
NCT07353476,PHASE2,NOT_YET_RECRUITING,38,2026-06-01
NCT07154706,PHASE3,RECRUITING,180,2025-08-21
NCT04043195,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,30,2019-08-14
NCT06210815,PHASE1,RECRUITING,102,2024-03-14
NCT05256290,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,200,2022-03-31
NCT04557007,,TERMINATED,80,2020-09-01
NCT02667743,PHASE3,UNKNOWN,454,2015-05-31
NCT07202611,PHASE2,RECRUITING,10,2022-12-02
NCT02896166,PHASE3,UNKNOWN,150,2016-09-30
NCT07164313,PHASE1,RECRUITING,100,2025-10-21
NCT01635270,PHASE2,COMPLETED,54,2012-09-12
NCT00638937,PHASE2,COMPLETED,37,2008-02-29
NCT07566052,PHASE3,RECRUITING,356,2026-04-28
NCT02507518,PHASE2,UNKNOWN,80,2013-12-31
NCT07461727,PHASE1,NOT_YET_RECRUITING,15,2026-02-10
NCT00963807,PHASE2,COMPLETED,26,2009-09-30
NCT03700437,NA,COMPLETED,12,2018-11-02
NCT01941303,,COMPLETED,34,2014-08-31
NCT03853551,PHASE4,COMPLETED,60,2019-04-18
NCT03457337,PHASE2,UNKNOWN,200,2018-03-28
NCT07348965,NA,RECRUITING,42,2026-03-01
NCT04416633,PHASE4,COMPLETED,100,2021-11-30
NCT02730247,PHASE2,COMPLETED,7,2017-07-05
NCT04623775,PHASE2,COMPLETED,468,2021-02-17
NCT04772235,PHASE1,UNKNOWN,32,2022-02-11
NCT02651441,PHASE1/PHASE2,UNKNOWN,60,2016-02-29
NCT02819024,NA,COMPLETED,6,2016-06-30
NCT07030257,PHASE1/PHASE2,RECRUITING,150,2025-08-27
NCT07563205,,RECRUITING,100,2025-11-19
NCT01137162,,TERMINATED,10,2008-08-31
NCT00694603,PHASE2,TERMINATED,56,2006-09-30
NCT07188480,NA,RECRUITING,10,2025-01-17
NCT00888823,PHASE1/PHASE2,COMPLETED,13,2010-03-31
NCT02573506,PHASE2,COMPLETED,99,2015-08-31
NCT01763645,PHASE3,COMPLETED,353,2012-10-31
NCT04914897,PHASE2,TERMINATED,106,2021-09-23
NCT02738983,PHASE2,UNKNOWN,22,2012-01-31
NCT01158144,PHASE2,UNKNOWN,134,2009-10-31
NCT03289780,,ACTIVE_NOT_RECRUITING,5006,2016-04-04
NCT06755684,PHASE2,RECRUITING,60,2024-11-07
NCT05227326,PHASE1,RECRUITING,92,2022-08-12
NCT05546905,,COMPLETED,206,2022-06-23
NCT01441752,PHASE3,COMPLETED,349,2011-11-30
NCT01702844,PHASE2,COMPLETED,42,2013-06-25
NCT02607423,PHASE2,WITHDRAWN,0,2015-11-19
NCT02064491,PHASE2,COMPLETED,18,2014-02-28
NCT03371485,PHASE1,COMPLETED,9,2018-05-29
NCT07660094,PHASE3,RECRUITING,500,2026-06-15
NCT03385980,,COMPLETED,20,2016-02-11
NCT02047344,PHASE2,COMPLETED,31,2013-10-31
NCT02752126,NA,COMPLETED,90,2016-06-30
NCT07486219,,RECRUITING,50,2020-01-15
NCT02250378,NA,WITHDRAWN,0,2014-10-31
NCT02445924,,COMPLETED,40,2015-05-31
NCT05418660,,UNKNOWN,300,2022-05-19
NCT02387216,PHASE2,TERMINATED,153,2015-02-01
NCT00330746,PHASE2,COMPLETED,100,2005-11-30
NCT06306456,PHASE1/PHASE2,RECRUITING,94,2024-03-05
NCT00380666,NA,WITHDRAWN,0,2007-06-30
NCT02755675,PHASE2,UNKNOWN,120,2016-04-30
NCT06161441,PHASE2,ACTIVE_NOT_RECRUITING,195,2024-07-16
NCT06700421,PHASE2,ACTIVE_NOT_RECRUITING,32,2024-08-13
NCT02988817,PHASE1/PHASE2,COMPLETED,306,2016-11-23
NCT02299505,PHASE1,COMPLETED,306,2015-04-09
NCT03156868,,COMPLETED,153,2016-08-03
NCT04541706,PHASE4,COMPLETED,100,2020-08-27
NCT07146230,PHASE2,NOT_YET_RECRUITING,52,2026-09-30
NCT07517198,PHASE1,RECRUITING,40,2026-04-13
NCT03265496,NA,TERMINATED,21,2016-07-07
NCT00518011,PHASE2,COMPLETED,17,2007-08-31
NCT00319514,PHASE2,COMPLETED,78,2004-04-30
NCT05453721,NA,COMPLETED,272,2022-08-04
NCT04665206,PHASE1/PHASE2,RECRUITING,434,2021-03-24
NCT03224871,EARLY_PHASE1,COMPLETED,3,2017-08-11
NCT07179445,,NOT_YET_RECRUITING,300,2025-09-20
NCT02804217,,UNKNOWN,60,2016-06-30
NCT00148798,PHASE3,COMPLETED,1861,2004-10-31
NCT03539536,PHASE2,ACTIVE_NOT_RECRUITING,270,2018-10-10
NCT00977470,PHASE2,ACTIVE_NOT_RECRUITING,76,2009-10-31
NCT04958967,PHASE1,WITHDRAWN,0,2021-10-01
NCT05002270,PHASE1/PHASE2,COMPLETED,29,2021-09-03
NCT07175220,PHASE2,RECRUITING,200,2025-10-09
NCT03130881,PHASE1,UNKNOWN,60,2016-11-08
NCT03164772,PHASE1/PHASE2,COMPLETED,61,2017-12-20
NCT01356368,PHASE2,TERMINATED,3,2010-05-31
NCT02013219,PHASE1,COMPLETED,52,2014-04-03
NCT01822496,PHASE2,TERMINATED,59,2013-11-04
NCT05377658,PHASE2,RECRUITING,43,2022-07-26
NCT04432857,PHASE1,UNKNOWN,63,2020-08-20
NCT05552781,PHASE1/PHASE2,UNKNOWN,76,2022-08-26
NCT00397384,PHASE1,COMPLETED,43,2007-01-31
NCT01194050,,COMPLETED,289,2010-06-30
NCT03631784,PHASE2,COMPLETED,216,2018-10-19
NCT04749394,PHASE2,UNKNOWN,42,2021-03-17
NCT06624059,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,11,2024-11-18
NCT03976518,PHASE2,COMPLETED,43,2019-05-07
NCT04052412,PHASE1,UNKNOWN,2,2019-07-16
NCT07542210,,NOT_YET_RECRUITING,100,2026-06-01
NCT01932229,PHASE2,UNKNOWN,20,2013-02-28
NCT03229278,PHASE1,COMPLETED,14,2017-10-03
NCT07560358,PHASE3,NOT_YET_RECRUITING,204,2026-05-01
NCT06218914,PHASE1,RECRUITING,108,2024-03-22
NCT06015568,PHASE1,NOT_YET_RECRUITING,172,2023-09-01
NCT00576225,PHASE3,WITHDRAWN,0,2007-09-30
NCT01182155,,COMPLETED,20,2010-08-31
NCT05668988,PHASE3,ACTIVE_NOT_RECRUITING,324,2022-12-13
NCT06856798,,NOT_YET_RECRUITING,120,2025-03-10
NCT05059444,,RECRUITING,2020,2021-09-07
NCT06400160,PHASE1/PHASE2,NOT_YET_RECRUITING,12,2026-03-31
NCT07050043,PHASE3,RECRUITING,123,2025-05-19
NCT05954871,PHASE1,COMPLETED,10,2024-01-08
NCT06249854,PHASE2,RECRUITING,70,2024-02-08
NCT03401385,PHASE1,ACTIVE_NOT_RECRUITING,890,2018-01-31
NCT06502249,,NOT_YET_RECRUITING,60,2026-06-30
NCT07008742,,RECRUITING,100,2025-06-04
NCT04930432,PHASE1/PHASE2,RECRUITING,400,2021-09-24
NCT07637474,,RECRUITING,150,2024-07-24
NCT03893461,,UNKNOWN,110,2019-03-26
NCT06934343,,RECRUITING,144400,2024-09-01
NCT06218940,PHASE1,NOT_YET_RECRUITING,40,2024-12-01
NCT07365410,PHASE2,NOT_YET_RECRUITING,60,2026-01-31
NCT05061017,PHASE2,COMPLETED,13,2021-12-09
NCT03633110,PHASE1/PHASE2,COMPLETED,24,2018-08-29
NCT02000947,PHASE1,COMPLETED,459,2013-10-25
NCT00085280,NA,COMPLETED,129,2004-09-30
NCT05445843,PHASE2,ACTIVE_NOT_RECRUITING,95,2022-12-06
NCT00840749,NA,TERMINATED,36,2008-12-31
NCT02954172,PHASE3,COMPLETED,450,2016-11-28
NCT02195232,PHASE2/PHASE3,COMPLETED,64,2015-01-31
NCT00958555,,UNKNOWN,,2009-04-30
NCT06954259,,ACTIVE_NOT_RECRUITING,272,2022-07-01
NCT03429192,,COMPLETED,2653,2017-12-01
NCT05879484,PHASE1/PHASE2,WITHDRAWN,0,2025-07-09
NCT01156545,PHASE2,COMPLETED,68,2010-10-31
NCT04948047,,UNKNOWN,900,2021-07-10
NCT06161051,,COMPLETED,287,2022-10-03
NCT06243679,,ACTIVE_NOT_RECRUITING,100,2020-07-01
NCT01411098,PHASE1,TERMINATED,6,2011-10-31
NCT07442292,,NOT_YET_RECRUITING,40,2026-02-28
NCT04672460,PHASE1,COMPLETED,73,2020-12-21
NCT04881045,PHASE1,COMPLETED,29,2021-08-18
NCT06475300,PHASE2,RECRUITING,570,2024-06-25
NCT06355609,PHASE2,RECRUITING,100,2024-07-01
NCT06735391,PHASE3,RECRUITING,516,2024-10-23
NCT07182682,PHASE3,RECRUITING,360,2025-12-01
NCT01886573,PHASE1,TERMINATED,40,2013-06-30
NCT00492206,PHASE2,COMPLETED,40,2006-06-30
NCT07221474,PHASE2,RECRUITING,180,2025-12-12
NCT06436625,NA,RECRUITING,70,2025-01-27
NCT02576665,PHASE1,TERMINATED,21,2016-07-31
NCT06810609,PHASE2,RECRUITING,176,2025-04-20
NCT03735121,PHASE3,COMPLETED,438,2018-12-27
NCT05867303,PHASE1,ACTIVE_NOT_RECRUITING,48,2023-06-05
NCT06613633,,COMPLETED,4000,2018-09-01
NCT06695845,PHASE2,RECRUITING,200,2025-01-14
NCT02846792,PHASE1/PHASE2,TERMINATED,5,2017-06-14
NCT05332925,,RECRUITING,25,2022-07-21
NCT05441566,,ENROLLING_BY_INVITATION,60,2022-06-01
NCT00079235,PHASE2,COMPLETED,50,2004-02-29
NCT02223052,PHASE1,COMPLETED,89,2014-10-27
NCT06634199,,RECRUITING,50,2024-10-03
NCT06926803,,ACTIVE_NOT_RECRUITING,500,2025-03-01
NCT01100931,PHASE1/PHASE2,COMPLETED,42,2010-02-28
NCT06028633,PHASE2,NOT_YET_RECRUITING,28,2023-10-31
NCT06277674,PHASE2,UNKNOWN,20,2023-11-02
NCT02924233,PHASE1/PHASE2,WITHDRAWN,0,2016-11-30
NCT05049044,,ACTIVE_NOT_RECRUITING,413,2020-12-18
NCT05950139,PHASE1/PHASE2,RECRUITING,12,2024-05-13
NCT02504372,PHASE3,COMPLETED,1177,2015-11-06
NCT04942275,PHASE2/PHASE3,UNKNOWN,60,2021-07-15
NCT05987644,PHASE1/PHASE2,RECRUITING,56,2024-03-07
NCT07200947,PHASE2,NOT_YET_RECRUITING,28,2025-12-01
NCT07246863,PHASE2,RECRUITING,131,2025-10-07
NCT03454451,PHASE1,COMPLETED,117,2018-04-25
NCT06792435,PHASE1/PHASE2,RECRUITING,240,2023-07-27
NCT06743555,PHASE1,NOT_YET_RECRUITING,14,2026-05-01
NCT02342353,PHASE1,TERMINATED,8,2015-05-18
NCT04556669,PHASE1,UNKNOWN,30,2020-08-01
NCT05920135,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,24,2023-09-11
NCT02016872,NA,COMPLETED,25,2013-12-16
NCT07285434,EARLY_PHASE1,ENROLLING_BY_INVITATION,90,2026-02-02
NCT06545331,PHASE1,RECRUITING,396,2024-08-06
NCT06228326,PHASE1/PHASE2,RECRUITING,250,2024-04-17
NCT01258127,,UNKNOWN,134,2010-08-31
NCT00451906,PHASE4,COMPLETED,2252,2006-08-31
NCT07431827,PHASE3,RECRUITING,400,2026-03-18
NCT05257512,PHASE1/PHASE2,UNKNOWN,150,2020-04-26
NCT02540824,PHASE2,UNKNOWN,40,2015-01-31
NCT05751798,PHASE1/PHASE2,RECRUITING,41,2022-12-20
NCT07642024,PHASE2/PHASE3,NOT_YET_RECRUITING,90,2026-06-30
NCT06737107,,RECRUITING,472,2024-11-26
NCT00005838,PHASE3,COMPLETED,756,2000-03-31
NCT07564557,NA,RECRUITING,89,2026-04-01
NCT04646330,PHASE1/PHASE2,COMPLETED,114,2020-11-18
NCT05117476,PHASE1,ACTIVE_NOT_RECRUITING,440,2021-10-29
NCT04297748,PHASE1/PHASE2,TERMINATED,5,2020-06-01
NCT04946968,PHASE2,ACTIVE_NOT_RECRUITING,24,2021-08-24
NCT01629498,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,146,2012-09-17
NCT03329911,PHASE3,COMPLETED,651,2017-10-20
NCT05598853,PHASE1,ACTIVE_NOT_RECRUITING,26,2022-11-25
